"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TATAMOTORS","EQ","06-Apr-2015","        564.90","        563.90","        573.50","        555.35","        566.50","        568.15","        569.34","    5728358","          3261384896.30","     102382","    3384350","         59.08"
"TATAMOTORS","EQ","07-Apr-2015","        568.15","        569.05","        570.70","        554.05","        561.00","        560.35","        560.60","    3201751","          1794911677.45","      61991","    1682094","         52.54"
"TATAMOTORS","EQ","08-Apr-2015","        560.35","        565.00","        569.60","        559.20","        563.00","        561.50","        564.54","    3774897","          2131064907.85","      77756","    2105004","         55.76"
"TATAMOTORS","EQ","09-Apr-2015","        561.50","        562.80","        564.85","        552.25","        560.00","        559.90","        557.80","    3043135","          1697464027.40","      54869","    1388363","         45.62"
"TATAMOTORS","EQ","10-Apr-2015","        559.90","        558.80","        569.40","        555.55","        561.85","        562.65","        561.79","    2808049","          1577538987.00","      46542","    1150169","         40.96"
"TATAMOTORS","EQ","13-Apr-2015","        562.65","        563.00","        563.90","        552.45","        556.15","        556.25","        555.97","    2889208","          1606307690.00","      87262","    1502212","         51.99"
"TATAMOTORS","EQ","15-Apr-2015","        556.25","        551.25","        551.25","        538.25","        539.95","        540.45","        544.39","    4118983","          2242315883.30","     137919","    2290131","         55.60"
"TATAMOTORS","EQ","16-Apr-2015","        540.45","        543.75","        551.25","        534.20","        538.40","        541.25","        542.92","    4027716","          2186730509.65","      89074","    1970791","         48.93"
"TATAMOTORS","EQ","17-Apr-2015","        541.25","        541.50","        544.80","        534.15","        534.15","        535.35","        539.53","    2728290","          1471986111.65","      73343","    1380458","         50.60"
"TATAMOTORS","EQ","20-Apr-2015","        535.35","        543.15","        543.15","        521.05","        536.10","        533.20","        529.93","    5011252","          2655598349.90","     136271","    2602955","         51.94"
"TATAMOTORS","EQ","21-Apr-2015","        533.20","        531.45","        538.00","        523.50","        527.40","        527.40","        531.50","    3243871","          1724131673.40","      75200","    1744855","         53.79"
"TATAMOTORS","EQ","22-Apr-2015","        527.40","        529.00","        529.70","        510.65","        525.25","        523.50","        520.98","    4311384","          2246157656.25","     109493","    2257726","         52.37"
"TATAMOTORS","EQ","23-Apr-2015","        523.50","        527.80","        527.80","        508.45","        511.75","        512.00","        516.58","    4961920","          2563210830.65","      91064","    2664723","         53.70"
"TATAMOTORS","EQ","24-Apr-2015","        512.00","        515.25","        520.00","        508.60","        517.30","        516.20","        515.74","    4302328","          2218867046.75","      62545","    2298324","         53.42"
"TATAMOTORS","EQ","27-Apr-2015","        516.20","        521.00","        523.00","        513.05","        517.50","        516.85","        519.04","    3082875","          1600129703.60","      65488","    1481071","         48.04"
"TATAMOTORS","EQ","28-Apr-2015","        516.85","        520.50","        533.80","        518.35","        525.90","        529.85","        526.87","    6417077","          3380947599.45","     124545","    3833500","         59.74"
"TATAMOTORS","EQ","29-Apr-2015","        529.85","        526.75","        528.00","        516.80","        521.55","        520.90","        520.99","    3685760","          1920261102.95","      56956","    2103716","         57.08"
"TATAMOTORS","EQ","30-Apr-2015","        520.90","        518.20","        520.80","        506.75","        509.50","        508.25","        512.53","   10009172","          5129978249.20","     103715","    5975537","         59.70"
"TATAMOTORS","EQ","04-May-2015","        508.25","        511.75","        516.00","        497.50","        508.20","        506.45","        504.09","    5849866","          2948886088.25","     113398","    3100471","         53.00"
"TATAMOTORS","EQ","05-May-2015","        506.45","        509.50","        515.70","        506.05","        511.00","        510.45","        511.16","    3398712","          1737299877.35","      52528","    1566873","         46.10"
"TATAMOTORS","EQ","06-May-2015","        510.45","        508.50","        508.50","        495.80","        500.00","        497.85","        500.86","    5925410","          2967793056.75","      80658","    3575825","         60.35"
"TATAMOTORS","EQ","07-May-2015","        497.85","        493.50","        503.00","        482.60","        491.05","        488.10","        494.16","    5504557","          2720108776.15","      70771","    2931057","         53.25"
"TATAMOTORS","EQ","08-May-2015","        488.10","        498.75","        515.90","        497.35","        513.00","        513.70","        510.19","    6229295","          3178146760.95","     101709","    3432059","         55.10"
"TATAMOTORS","EQ","11-May-2015","        513.70","        522.25","        530.95","        517.00","        528.55","        529.70","        525.60","    5520513","          2901558298.25","     143697","    3425687","         62.05"
"TATAMOTORS","EQ","12-May-2015","        529.70","        525.70","        525.70","        511.15","        514.10","        513.55","        515.48","    4569616","          2355527215.25","      81869","    2773263","         60.69"
"TATAMOTORS","EQ","13-May-2015","        513.55","        517.00","        525.55","        506.55","        519.20","        520.45","        517.04","    4442178","          2296798106.50","      87580","    2058405","         46.34"
"TATAMOTORS","EQ","14-May-2015","        520.45","        519.00","        519.00","        510.10","        516.45","        516.60","        513.90","    3587736","          1843747386.75","      91325","    1799392","         50.15"
"TATAMOTORS","EQ","15-May-2015","        516.60","        519.00","        524.50","        517.05","        520.40","        519.90","        520.58","    4038816","          2102540620.80","      76488","    2616501","         64.78"
"TATAMOTORS","EQ","18-May-2015","        519.90","        517.25","        524.40","        510.30","        520.00","        520.70","        516.03","    4363711","          2251813755.20","      74282","    2509455","         57.51"
"TATAMOTORS","EQ","19-May-2015","        520.70","        516.90","        518.75","        508.70","        509.75","        509.80","        513.56","    5500642","          2824919743.25","      93307","    3578617","         65.06"
"TATAMOTORS","EQ","20-May-2015","        509.80","        511.00","        513.85","        503.55","        506.00","        505.25","        507.55","    6385674","          3241077459.15","      96925","    4293884","         67.24"
"TATAMOTORS","EQ","21-May-2015","        505.25","        506.50","        512.50","        505.00","        511.00","        511.20","        510.49","    4708702","          2403747765.30","     140823","    3068481","         65.17"
"TATAMOTORS","EQ","22-May-2015","        511.20","        511.75","        516.95","        510.20","        514.50","        514.65","        514.49","    4744826","          2441162723.05","     127586","    3318364","         69.94"
"TATAMOTORS","EQ","25-May-2015","        514.65","        513.00","        514.00","        503.00","        505.00","        505.30","        508.17","    3080546","          1565433241.70","      38872","    1802933","         58.53"
"TATAMOTORS","EQ","26-May-2015","        505.30","        505.00","        506.00","        493.55","        499.00","        497.60","        497.70","    7389680","          3677877954.50","     113604","    3668382","         49.64"
"TATAMOTORS","EQ","27-May-2015","        497.60","        473.60","        474.95","        463.55","        472.75","        471.75","        470.73","   15936377","          7501675168.15","     182427","    8771140","         55.04"
"TATAMOTORS","EQ","28-May-2015","        471.75","        473.85","        487.45","        472.25","        482.55","        484.35","        482.00","   11792862","          5684107997.30","     153480","    6212942","         52.68"
"TATAMOTORS","EQ","29-May-2015","        484.35","        485.20","        490.25","        479.40","        483.70","        481.65","        484.07","    7892019","          3820267472.55","     109689","    5313102","         67.32"
"TATAMOTORS","EQ","01-Jun-2015","        481.65","        482.90","        482.90","        471.00","        473.00","        472.05","        474.36","    4610219","          2186896287.40","      88453","    2959293","         64.19"
"TATAMOTORS","EQ","02-Jun-2015","        472.05","        473.10","        478.40","        465.00","        465.60","        466.95","        469.97","    6237231","          2931305844.70","      78916","    3224002","         51.69"
"TATAMOTORS","EQ","03-Jun-2015","        466.95","        467.00","        468.75","        434.70","        458.50","        456.85","        451.02","    9702740","          4376084763.35","     137547","    5514510","         56.83"
"TATAMOTORS","EQ","04-Jun-2015","        456.85","        456.85","        458.45","        445.45","        451.70","        451.20","        449.06","    8001049","          3592960240.00","     101730","    5413768","         67.66"
"TATAMOTORS","EQ","05-Jun-2015","        451.20","        445.65","        449.55","        439.50","        442.05","        442.10","        443.35","   11195670","          4963602057.40","     113173","    7612351","         67.99"
"TATAMOTORS","EQ","08-Jun-2015","        442.10","        435.30","        438.00","        429.05","        435.10","        435.60","        433.21","    7072020","          3063675576.75","      87781","    3875051","         54.79"
